,Length,Width,Thickness,Area,Perimeter,Roundness,Solidity,Compactness,AspectRatio,Eccentricity,Extent,Convex hull,Type
809,275.2966,168.6421,0,35544,745.9554,0.5971,0.9918,1.2458,1.6324,0.7904,0.7778,35838.5,SANORA
810,251.4333,0,99.205,19028,611.5879,0.3832,0.9829,1.5643,0,0,0.7373,19359.5,SANORA
811,252.2994,0,99.4141,19079.5,613.0021,0.3816,0.984,1.5673,0,0,0.7496,19390.5,SANORA
812,251.9477,0,99.6465,19231.5,618.5168,0.3857,0.981,1.583,0,0,0.7423,19604,SANORA
813,258.1323,0,101.9564,19907,626.9016,0.3804,0.9826,1.571,0,0,0.7491,20259.5,SANORA
814,250.7109,0,115.3208,21113,1024.8082,0.4277,0.8938,3.9585,0,0,0.6855,23621.5,SANORA
815,280.266,0,113.2036,23998,690.0732,0.389,0.9807,1.5791,0,0,0.7531,24469.5,SANORA
816,264.4182,0,117.6758,23082.5,916.8255,0.4203,0.9295,2.8979,0,0,0.7257,24832.5,SANORA
817,281.8875,0,114.5793,24408,708.9016,0.3911,0.9774,1.6384,0,0,0.746,24971.5,SANORA
818,0,192.5621,125.8268,19049.5,545.2864,0,0.9865,1.2421,0,0,0.7308,19310.5,SANORA
819,0,192.7389,125.647,19035.5,546.4579,0,0.9865,1.2484,0,0,0.732,19296,SANORA
820,0,196.3193,128.1282,19717.5,552.1148,0,0.9869,1.2303,0,0,0.7339,19979.5,SANORA
821,0,196.0468,128.1728,19687,557.1859,0,0.9857,1.2549,0,0,0.7291,19972.5,SANORA
822,0,183.8891,120.8068,17415,519.529,0,0.9875,1.2333,0,0,0.7236,17635.5,SANORA
823,0,181.1444,117.7987,16838.5,509.6295,0,0.9871,1.2274,0,0,0.7321,17058,SANORA
824,0,184.5606,120.7698,17539,522.2153,0,0.9867,1.2373,0,0,0.7326,17775.5,SANORA
825,0,185.421,119.876,17463,522.2153,0,0.9872,1.2427,0,0,0.7276,17690,SANORA
826,269.8414,162.1854,0,34339.5,768.5412,0.6005,0.9763,1.3688,1.6638,0.7992,0.7745,35171.5,SANORA
827,267.7554,163.625,0,34245.5,807.1686,0.6082,0.9592,1.514,1.6364,0.7916,0.7477,35700.5,SANORA
828,268.3916,162.0103,0,33907.5,808.8255,0.5993,0.9633,1.5353,1.6566,0.7973,0.7546,35198,SANORA
829,266.8892,164.8664,0,34040,881.6955,0.6085,0.9435,1.8173,1.6188,0.7864,0.7585,36078,SANORA
830,287.5923,169.6143,0,37732,835.8377,0.5809,0.9648,1.4734,1.6956,0.8076,0.7326,39107,SANORA
831,279.8647,169.3531,0,36350.5,847.6539,0.5909,0.9666,1.573,1.6526,0.7961,0.7574,37605,SANORA
832,279.7569,165.0692,0,35588.5,821.997,0.579,0.9664,1.5108,1.6948,0.8074,0.7688,36826.5,SANORA
833,279.8252,163.6582,0,35269.5,836.6833,0.5735,0.9657,1.5795,1.7098,0.8111,0.7783,36523,SANORA
834,313.5525,0,116.0315,28386.5,856.4579,0.3676,0.9675,2.0563,0,0,0.7263,29339.5,SANORA
835,314.025,0,113.4289,27844.5,816.4579,0.3595,0.9699,1.9051,0,0,0.7374,28710,SANORA
836,308.2152,0,119.5244,28180,915.6711,0.3777,0.9341,2.3677,0,0,0.6676,30168,SANORA
837,312.2558,0,115.3195,28307,821.529,0.3696,0.9711,1.8973,0,0,0.7418,29148.5,SANORA
838,276.8391,0,116.5732,24473.5,757.6295,0.4066,0.9432,1.8664,0,0,0.7074,25947,SANORA
839,279.2252,0,116.2005,24691.5,741.4874,0.4032,0.951,1.7719,0,0,0.7135,25964,SANORA
840,281.9934,0,113.7879,24606.5,713.0021,0.394,0.9714,1.6441,0,0,0.7777,25330,SANORA
841,285.1882,0,114.2071,24907.5,721.1442,0.3899,0.9727,1.6615,0,0,0.7749,25605.5,SANORA
842,0,193.1195,123.6888,18498.5,777.8549,0,0.9321,2.6029,0,0,0.6982,19846.5,SANORA
843,0,195.6981,125.0515,18892.5,747.1686,0,0.9347,2.3515,0,0,0.6987,20213,SANORA
844,0,190.1281,126.3678,18864,696.8427,0,0.935,2.0485,0,0,0.7078,20176,SANORA
845,0,191.0856,126.4842,19119.5,832.8255,0,0.9315,2.8868,0,0,0.6997,20525,SANORA
846,0,173.5995,102.8303,13872,486.132,0,0.9782,1.3557,0,0,0.7524,14181.5,SANORA
847,0,176.1443,104.0634,13995,497.4457,0,0.964,1.407,0,0,0.6966,14517.5,SANORA
848,0,173.7771,102.9028,13833.5,486.3747,0,0.9759,1.3608,0,0,0.736,14174.5,SANORA
849,0,175.6869,102.2574,13914.5,478.2325,0,0.9811,1.308,0,0,0.7474,14183,SANORA
850,316.6353,188.5103,0,46501,970.6072,0.5905,0.9728,1.6122,1.6797,0.8035,0.7634,47803,SANORA
851,306.1549,189.6441,0,45357,1131.3768,0.6161,0.9584,2.2457,1.6144,0.785,0.7573,47324,SANORA
852,306.9161,190.4962,0,45756.5,1085.7615,0.6185,0.97,2.0502,1.6111,0.7841,0.7657,47172.5,SANORA
853,310.8707,187.8258,0,45735.5,988.3646,0.6026,0.9694,1.6997,1.6551,0.7968,0.7654,47181.5,SANORA
854,269.9071,157.6996,0,33326.5,733.2275,0.5825,0.9893,1.2837,1.7115,0.8116,0.7783,33688,SANORA
855,269.5385,156.9348,0,33067,727.8133,0.5795,0.9896,1.2748,1.7175,0.813,0.7751,33415,SANORA
856,269.5599,157.5508,0,33229,728.2986,0.5823,0.9889,1.2703,1.7109,0.8114,0.774,33601,SANORA
857,269.8726,157.3545,0,33170.5,732.8843,0.5799,0.99,1.2886,1.7151,0.8124,0.7776,33504,SANORA
858,297.6595,0,113.1641,25953.5,848.198,0.373,0.9607,2.2059,0,0,0.728,27015.5,SANORA
859,301.1746,0,113.2175,26278.5,767.7716,0.3689,0.9743,1.7851,0,0,0.7662,26971.5,SANORA
860,292.2961,0,114.1133,25755,864.4407,0.3838,0.9676,2.3089,0,0,0.7727,26617,SANORA
861,296.3811,0,111.2319,25346,741.0437,0.3674,0.976,1.7241,0,0,0.7725,25970,SANORA
862,333.8858,0,113.3603,29601,799.0437,0.3381,0.9855,1.7164,0,0,0.7595,30036.5,SANORA
863,337.5619,0,112.6964,29719.5,794.1148,0.3321,0.9874,1.6886,0,0,0.7625,30098.5,SANORA
864,332.942,0,111.8702,29109.5,783.6295,0.3344,0.989,1.6787,0,0,0.7601,29434.5,SANORA
865,336.9509,0,113.5473,29979,795.8721,0.3362,0.9889,1.6814,0,0,0.7624,30314,SANORA
866,0,257.3882,152.9157,30326.5,700.0559,0,0.9896,1.286,0,0,0.7468,30646.5,SANORA
867,0,253.7434,152.8677,30283.5,700.0559,0,0.9883,1.2878,0,0,0.7476,30642,SANORA
868,0,258.5698,153.7348,30619.5,702.5412,0,0.9896,1.2827,0,0,0.7435,30942.5,SANORA
869,0,257.7919,155.7375,31270.5,710.198,0,0.9892,1.2836,0,0,0.7413,31613,SANORA
870,0,194.7657,118.8501,18179.5,538.8011,0,0.9854,1.2708,0,0,0.739,18448.5,SANORA
871,0,193.4451,119.1696,18208,541.3869,0,0.9842,1.281,0,0,0.7305,18499.5,SANORA
872,0,196.6151,121.8224,18800.5,546.4579,0,0.9873,1.264,0,0,0.7409,19041.5,SANORA
873,0,196.092,120.4352,18613.5,546.4579,0,0.9856,1.2767,0,0,0.7372,18885,SANORA
874,240.1658,161.2123,0,30153.5,753.3696,0.6656,0.9752,1.4979,1.4897,0.7412,0.731,30919,SANORA
875,243.4308,165.3305,0,31214.5,722.5412,0.6707,0.9755,1.3309,1.4724,0.734,0.7388,31999,SANORA
876,244.7022,165.4545,0,31381,750.0975,0.6673,0.9781,1.4268,1.479,0.7368,0.7427,32084,SANORA
877,243.0269,165.9286,0,31230.5,743.0265,0.6733,0.9771,1.4068,1.4646,0.7306,0.7377,31964,SANORA
878,230.9344,147.9787,0,26654,656.8427,0.6363,0.9845,1.2881,1.5606,0.7677,0.7428,27075,SANORA
879,228.7257,147.9245,0,26414.5,653.9138,0.6429,0.9857,1.2882,1.5462,0.7627,0.7425,26799,SANORA
880,232.6415,147.9861,0,26680.5,659.5706,0.6277,0.9828,1.2975,1.5721,0.7716,0.7388,27147.5,SANORA
881,234.7759,150.081,0,27489.5,662.3991,0.635,0.9865,1.2702,1.5643,0.769,0.7419,27865.5,SANORA
882,287.7985,0,117.3284,26439,724.2986,0.4064,0.9822,1.579,0,0,0.6939,26918.5,SANORA
883,286.1104,0,117.4648,26456,729.4701,0.4115,0.9808,1.6006,0,0,0.6921,26973,SANORA
884,288.9668,0,118.2096,26796,733.9554,0.4086,0.9808,1.5998,0,0,0.6909,27320,SANORA
885,290.8032,0,119.1781,27248.5,745.0265,0.4103,0.9801,1.621,0,0,0.6926,27802.5,SANORA
886,309.2786,0,139.0435,33248,849.8965,0.4426,0.9664,1.7288,0,0,0.7392,34403,SANORA
887,308.5056,0,138.4915,33091.5,815.7128,0.4427,0.973,1.6001,0,0,0.7404,34011,SANORA
888,306.9134,0,138.3276,33066.5,882.8255,0.447,0.9687,1.8756,0,0,0.7358,34133.5,SANORA
889,303.2852,0,136.7997,32177,803.4701,0.4454,0.9761,1.5966,0,0,0.7343,32964,SANORA
890,0,186.8062,135.6129,19191,611.529,0,0.9407,1.5507,0,0,0.7184,20401,SANORA
891,0,183.2096,137.8833,19267.5,680.3991,0,0.9453,1.912,0,0,0.7228,20381.5,SANORA
892,0,186.7103,136.6944,19238.5,628.9432,0,0.9381,1.6362,0,0,0.7234,20507.5,SANORA
893,0,177.7214,137.9948,19000,699.328,0,0.9454,2.0483,0,0,0.7164,20097.5,SANORA
894,0,172.3931,114.9493,15473.5,497.1442,0,0.9809,1.2711,0,0,0.7244,15774,SANORA
895,0,171.9726,115.3955,15445,494.9016,0,0.9804,1.2619,0,0,0.7152,15754,SANORA
896,0,175.8254,117.793,16084,516.7006,0,0.9749,1.3209,0,0,0.7109,16498.5,SANORA
897,0,169.4539,116.18,15321.5,521.4874,0,0.9742,1.4125,0,0,0.7195,15728,SANORA
898,235.8604,153.5593,0,28174.5,660.5412,0.6448,0.9904,1.2323,1.536,0.759,0.7461,28446.5,SANORA
899,234.1241,152.7174,0,27723.5,653.7128,0.644,0.9907,1.2266,1.5331,0.758,0.7499,27982.5,SANORA
900,235.1259,153.3923,0,27993,653.9554,0.6447,0.9919,1.2157,1.5328,0.7579,0.7492,28222,SANORA
901,233.3433,152.9317,0,27799.5,653.7128,0.6501,0.9906,1.2233,1.5258,0.7553,0.7472,28064,SANORA
902,264.8177,176.1696,0,36796,949.7199,0.6681,0.9659,1.9507,1.5032,0.7466,0.7301,38094.5,SANORA
903,268.4143,176.5343,0,37027,909.9209,0.6544,0.9677,1.7794,1.5205,0.7533,0.7306,38263,SANORA
904,262.7559,178.9536,0,37175,919.9209,0.6856,0.9651,1.8115,1.4683,0.7322,0.7269,38517.5,SANORA
905,270.6733,177.9025,0,37693.5,941.4773,0.6551,0.9717,1.8713,1.5215,0.7537,0.7344,38793,SANORA
906,238.1935,0,102.2893,18644,595.73,0.4184,0.9808,1.5148,0,0,0.6969,19009.5,SANORA
907,241.4189,0,104.0151,19370.5,614.8011,0.4232,0.98,1.5528,0,0,0.7002,19766,SANORA
908,242.1785,0,103.4783,19162,608.3574,0.416,0.9824,1.537,0,0,0.6989,19506,SANORA
909,247.2292,0,104.2048,19820,617.0437,0.4129,0.9817,1.5287,0,0,0.7022,20190,SANORA
910,247.6616,0,117.1765,22368.5,645.9726,0.4643,0.976,1.4845,0,0,0.7368,22919.5,SANORA
911,244.9641,0,113.2895,21639,633.3869,0.4591,0.9832,1.4753,0,0,0.7467,22009.5,SANORA
912,247.7158,0,114.2704,22108,633.73,0.4587,0.9822,1.4456,0,0,0.7469,22508,SANORA
913,249.2721,0,115.6138,22487,637.3869,0.4608,0.9857,1.4377,0,0,0.7473,22812.5,SANORA
914,247.2143,0,113.6299,22023.5,639.8305,0.4588,0.9824,1.4792,0,0,0.7382,22418.5,SANORA
915,0,178.6299,114.395,15960.5,502.5168,0,0.9852,1.2591,0,0,0.741,16201,SANORA
916,0,183.8569,117.1216,16733.5,509.0021,0,0.9888,1.2321,0,0,0.7475,16922.5,SANORA
917,0,181.5524,116.2338,16413,506.7594,0,0.9861,1.2451,0,0,0.7412,16644,SANORA
918,0,181.018,117.137,16585,508.9016,0,0.9868,1.2426,0,0,0.7449,16807,SANORA
919,0,187.1559,118.2053,17373,524.7594,0,0.9856,1.2614,0,0,0.754,17627,SANORA
920,0,188.5198,118.0168,17401.5,525.3452,0,0.9852,1.2621,0,0,0.753,17663.5,SANORA
921,0,187.5958,117.9713,17388,528.7594,0,0.9848,1.2795,0,0,0.7508,17655.5,SANORA
922,0,188.0665,118.0075,17430,525.73,0,0.9851,1.2619,0,0,0.7503,17693,SANORA
923,252.0461,164.7469,0,31827,723.2691,0.6379,0.9812,1.308,1.5299,0.7568,0.7685,32436,SANORA
924,246.4234,164.1573,0,31047.5,711.0265,0.651,0.9813,1.2958,1.5011,0.7458,0.7481,31639,SANORA
925,251.419,163.4643,0,31586.5,721.2275,0.6362,0.9771,1.3105,1.5381,0.7598,0.7658,32328,SANORA
926,251.8976,162.6487,0,31293,702.6417,0.6279,0.9862,1.2555,1.5487,0.7636,0.7663,31729.5,SANORA
927,243.432,161.4924,0,30250.5,715.2275,0.65,0.9766,1.3457,1.5074,0.7483,0.7796,30974,SANORA
928,241.8766,162.4377,0,30100,714.6417,0.6551,0.9797,1.3502,1.489,0.7409,0.7694,30724.5,SANORA
929,245.1876,162.3197,0,30687.5,713.9138,0.6499,0.9819,1.3217,1.5105,0.7495,0.7795,31254,SANORA
930,243.3444,164.0586,0,30769,709.4701,0.6616,0.9851,1.3018,1.4833,0.7386,0.7658,31235.5,SANORA
931,272.5897,0,117.065,25253.5,708.0559,0.4327,0.9797,1.5798,0,0,0.7096,25778,SANORA
932,273.152,0,116.022,24947,706.6417,0.4257,0.9796,1.5928,0,0,0.7003,25466.5,SANORA
933,269.6075,0,115.1221,24577,692.1564,0.4305,0.9815,1.5512,0,0,0.7093,25039.5,SANORA
934,264.3206,0,114.2663,23778,692.2986,0.4333,0.9787,1.604,0,0,0.6929,24296.5,SANORA
935,232.3011,0,99.8026,18233,656.7006,0.4302,0.9651,1.8822,0,0,0.7305,18893,SANORA
936,239.9729,0,103.0898,19391,688.8427,0.4287,0.9628,1.9473,0,0,0.7337,20140.5,SANORA
937,241.2635,0,104.0172,19659.5,682.1148,0.43,0.9614,1.8834,0,0,0.7311,20448,SANORA
938,241.7669,0,104.206,19864,673.1859,0.4327,0.9688,1.8155,0,0,0.7387,20504.5,SANORA
939,0,188.081,128.3932,18906,569.328,0,0.9686,1.3643,0,0,0.669,19518.5,SANORA
940,0,188.0497,127.5165,18674,584.4996,0,0.9539,1.4559,0,0,0.6785,19576.5,SANORA
941,0,189.3307,129.5881,19112.5,605.3696,0,0.9546,1.5259,0,0,0.673,20022.5,SANORA
942,0,185.9062,133.0872,18852,597.9554,0,0.9386,1.5093,0,0,0.6444,20086,SANORA
943,0,190.0173,119.3336,17830,634.4996,0,0.9613,1.7968,0,0,0.6705,18548,SANORA
944,0,188.0602,121.8617,18134,658.7838,0,0.9507,1.9045,0,0,0.6473,19073.5,SANORA
945,0,190.9261,119.5863,18378.5,630.7422,0,0.9709,1.7226,0,0,0.6979,18929.5,SANORA
946,0,195.257,119.5319,18456.5,638.2569,0,0.9635,1.7564,0,0,0.6879,19155.5,SANORA
947,277.3566,178.1897,0,38102.5,771.1686,0.6306,0.9905,1.242,1.5565,0.7663,0.7642,38469.5,SANORA
948,278.1893,177.5413,0,38065,767.4112,0.6263,0.9915,1.2312,1.5669,0.7699,0.7677,38391,SANORA
949,278.0847,178.1227,0,38264,775.7544,0.63,0.9914,1.2516,1.5612,0.7679,0.7689,38597.5,SANORA
950,279.0107,178.5533,0,38427,774.2397,0.6285,0.9907,1.2414,1.5626,0.7684,0.7652,38786,SANORA
951,257.7414,168.0119,0,33533.5,776.3402,0.6427,0.9744,1.4303,1.5341,0.7583,0.7529,34414,SANORA
952,260.0039,167.8151,0,34315.5,818.9676,0.6463,0.9827,1.5554,1.5493,0.7638,0.7573,34920,SANORA
953,262.2791,167.9035,0,34472,800.926,0.638,0.9807,1.4808,1.5621,0.7682,0.7466,35149,SANORA
954,262.1086,168.8503,0,34946,844.0387,0.6477,0.9803,1.6222,1.5523,0.7649,0.7497,35648.5,SANORA
955,210.8687,0,97.2676,15969,633.73,0.4573,0.9536,2.0013,0,0,0.7233,16746.5,SANORA
956,207.2911,0,98.9423,15989.5,645.2864,0.4738,0.9498,2.0723,0,0,0.7202,16834.5,SANORA
957,213.0418,0,98.1274,16401,667.529,0.4601,0.9563,2.162,0,0,0.7162,17151,SANORA
958,211.3935,0,98.6747,16431.5,681.9138,0.4682,0.9545,2.252,0,0,0.7073,17215,SANORA
959,217.5206,0,93.1112,15951,558.2742,0.4292,0.9815,1.5549,0,0,0.7077,16252,SANORA
960,218.7384,0,93.8003,16169,558.7594,0.4303,0.9833,1.5366,0,0,0.707,16443,SANORA
961,220.6535,0,94.4625,16395.5,565.3452,0.4288,0.9845,1.5513,0,0,0.7108,16653.5,SANORA
962,221.4383,0,95.0862,16561.5,569.3452,0.43,0.9823,1.5575,0,0,0.7078,16860,SANORA
963,0,168.9171,105.5497,14066,478.0732,0,0.9838,1.293,0,0,0.6954,14297,SANORA
964,0,168.6599,105.1161,14072.5,476.6589,0,0.9818,1.2848,0,0,0.7019,14333,SANORA
965,0,169.6032,104.9072,14013.5,478.1737,0,0.9822,1.2984,0,0,0.7029,14267,SANORA
966,0,169.2813,105.6744,14092.5,481.0021,0,0.9816,1.3065,0,0,0.6945,14356,SANORA
967,0,163.4799,99.3663,12764.5,457.0021,0,0.9826,1.302,0,0,0.6952,12990.5,SANORA
968,0,166.1035,100.4531,13107,464.4163,0,0.9823,1.3095,0,0,0.6951,13343.5,SANORA
969,0,165.9956,101.1262,13104,464.0732,0,0.9836,1.3079,0,0,0.6846,13322,SANORA
970,0,166.3712,101.9332,13366,465.5879,0,0.9846,1.2906,0,0,0.7024,13575,SANORA
971,283.9362,183.7394,0,40513.5,799.796,0.6398,0.9887,1.2565,1.5453,0.7624,0.7548,40978.5,SANORA
972,283.143,182.2043,0,39891,796.2397,0.6335,0.9882,1.2647,1.554,0.7654,0.7551,40368.5,SANORA
973,281.9807,185.3873,0,40531.5,805.3107,0.649,0.9866,1.2733,1.521,0.7535,0.7565,41083.5,SANORA
974,280.2083,182.7854,0,39733.5,799.3107,0.6443,0.986,1.2796,1.533,0.7579,0.7548,40299.5,SANORA
975,273.3648,170.8522,0,36381,772.0975,0.6199,0.9833,1.3039,1.6,0.7806,0.756,36998.5,SANORA
976,276.8582,173.0876,0,37046,777.7544,0.6154,0.9827,1.2994,1.5995,0.7805,0.7583,37699,SANORA
977,280.0071,173.6436,0,37646,807.4112,0.6114,0.9773,1.378,1.6125,0.7845,0.7565,38518.5,SANORA
978,276.1401,173.9361,0,37265.5,804.1392,0.6222,0.9781,1.3808,1.5876,0.7767,0.7516,38100.5,SANORA
979,296.2914,0,121.9601,28116.5,843.0265,0.4078,0.9614,2.0115,0,0,0.7303,29246,SANORA
980,299.2505,0,121.646,28314.5,849.5706,0.4026,0.9584,2.0285,0,0,0.7308,29543,SANORA
981,297.8758,0,123.4086,28686.5,879.8549,0.4116,0.9585,2.1475,0,0,0.7344,29929,SANORA
982,297.6895,0,123.2038,28561,877.4112,0.4104,0.9486,2.145,0,0,0.7348,30108,SANORA
983,297.2982,0,110.5297,25652.5,744.1148,0.3695,0.9736,1.7177,0,0,0.733,26348,SANORA
984,293.0959,0,109.2091,25061.5,721.6295,0.3714,0.9824,1.6535,0,0,0.732,25511.5,SANORA
985,293.3214,0,110.8469,25489.5,730.1148,0.3772,0.9797,1.6642,0,0,0.7355,26018,SANORA
986,294.8289,0,110.5238,25425.5,725.7716,0.3724,0.9826,1.6486,0,0,0.7297,25876,SANORA
987,0,167.4242,110.2215,14488,592.7594,0,0.956,1.9299,0,0,0.7308,15154.5,SANORA
988,0,171.931,109.8854,14727,621.73,0,0.9558,2.0887,0,0,0.724,15407.5,SANORA
989,0,173.3147,111.9513,15237.5,572.1737,0,0.9616,1.7097,0,0,0.724,15846.5,SANORA
990,0,174.5908,110.5538,15033.5,613.3452,0,0.9544,1.9913,0,0,0.7335,15751.5,SANORA
991,0,196.7341,109.308,16974.5,530.6589,0,0.9844,1.3202,0,0,0.7244,17243.5,SANORA
992,0,194.3531,107.6639,16498,528.4163,0,0.9842,1.3468,0,0,0.7264,16762.5,SANORA
993,0,199.2523,110.5227,17328,542.9016,0,0.9827,1.3536,0,0,0.7323,17632.5,SANORA
994,0,200.3682,110.9111,17510.5,546.3158,0,0.9809,1.3564,0,0,0.7265,17851.5,SANORA
995,264.8303,160.7998,0,32769.5,720.8843,0.5949,0.9908,1.262,1.647,0.7946,0.7639,33074,SANORA
996,264.6143,161.0068,0,32949,727.4701,0.5991,0.9903,1.2781,1.6435,0.7936,0.7605,33270.5,SANORA
997,265.2089,161.3387,0,33144.5,726.8843,0.6,0.9902,1.2686,1.6438,0.7937,0.7621,33472.5,SANORA
998,264.4386,161.7653,0,33146,727.127,0.6035,0.9897,1.2693,1.6347,0.7911,0.7621,33492,SANORA
999,270.3932,161.1768,0,33719,731.2691,0.5872,0.9912,1.262,1.6776,0.8029,0.7562,34020,SANORA
1000,273.281,163.2422,0,34458,742.4407,0.5875,0.9914,1.273,1.6741,0.802,0.758,34757,SANORA
1001,274.3445,164.0601,0,34662,746.4407,0.5864,0.9901,1.2792,1.6722,0.8015,0.7552,35008,SANORA
1002,274.4637,164.1239,0,34660,745.6123,0.5858,0.9902,1.2764,1.6723,0.8015,0.7579,35002.5,SANORA
1003,230.6262,0,87.2484,15758,566.132,0.3772,0.9854,1.6185,0,0,0.7357,15991.5,SANORA
1004,233.5038,0,87.9235,16042,570.132,0.3746,0.9853,1.6124,0,0,0.7345,16281.5,SANORA
1005,232.2322,0,87.8015,16021,570.132,0.3782,0.9841,1.6145,0,0,0.7336,16279.5,SANORA
1006,237.1911,0,88.424,16367,575.7889,0.3704,0.9856,1.6119,0,0,0.7321,16606,SANORA
1007,222.8043,0,87.0173,15070.5,545.4041,0.3865,0.9829,1.5707,0,0,0.7511,15333,SANORA
1008,221.6087,0,86.2283,14873.5,541.061,0.3856,0.9829,1.5663,0,0,0.7446,15131.5,SANORA
1009,222.1602,0,87.3652,15165.5,545.4041,0.3912,0.9844,1.5609,0,0,0.7559,15405.5,SANORA
1010,223.2413,0,86.8845,15112.5,544.2325,0.3861,0.985,1.5596,0,0,0.7532,15343,SANORA
1011,0,155.6823,102.5475,12482.5,439.2031,0,0.987,1.2298,0,0,0.7338,12647.5,SANORA
1012,0,156.6706,102.1784,12514,440.9605,0,0.9858,1.2365,0,0,0.7357,12694.5,SANORA
1013,0,156.4412,102.7453,12529.5,440.86,0,0.9852,1.2344,0,0,0.7296,12717.5,SANORA
1014,0,155.856,102.2327,12445,436.6173,0,0.9869,1.219,0,0,0.7362,12610.5,SANORA
1015,0,184.9939,99.9021,14495.5,500.3747,0,0.9822,1.3745,0,0,0.7336,14758.5,SANORA
1016,0,189.1114,102.4709,15238,511.1026,0,0.9824,1.3642,0,0,0.7266,15511.5,SANORA
1017,0,190.0872,103.4985,15508.5,514.0315,0,0.9825,1.3558,0,0,0.7357,15784.5,SANORA
1018,0,194.1717,105.1626,16034,521.1026,0,0.9821,1.3477,0,0,0.7288,16326,SANORA
1019,460.9081,236.789,0,81813,1534.3128,0.4903,0.9279,2.2898,1.9465,0.8579,0.6922,88169,MAMRA
1020,442.5747,231.276,0,77379.5,1551.6682,0.503,0.9282,2.4761,1.9136,0.8526,0.7013,83363.5,MAMRA
1021,452.4874,233.0264,0,78242,1510.7981,0.4866,0.9205,2.3215,1.9418,0.8572,0.6865,85004,MAMRA
1022,428.2877,229.8605,0,74978,1675.0824,0.5204,0.9188,2.978,1.8633,0.8438,0.6807,81600.5,MAMRA
1023,433.3747,238.5957,0,77816.5,1333.0164,0.5275,0.963,1.8171,1.8164,0.8348,0.7708,80802.5,MAMRA
1024,444.9596,243.7075,0,79559,1319.1757,0.5116,0.9664,1.7406,1.8258,0.8367,0.7804,82324.5,MAMRA
1025,434.0498,239.4304,0,78531.5,1350.5311,0.5307,0.9594,1.8482,1.8128,0.8341,0.7596,81859,MAMRA
1026,430.4262,237.2237,0,78338.5,1290.9331,0.5384,0.9668,1.6929,1.8144,0.8344,0.7807,81026.5,MAMRA
1027,396.2277,0,120.8363,32292,1520.7981,0.2619,0.789,5.6995,0,0,0.6357,40929.5,MAMRA
1028,387.7092,0,125.2372,32335.5,1378.6732,0.2739,0.7944,4.6777,0,0,0.6512,40705,MAMRA
1029,377.1019,0,123.7156,30179,1446.0286,0.2702,0.7842,5.5136,0,0,0.6189,38484,MAMRA
1030,413.7129,0,114.3186,30826.5,1330.389,0.2293,0.7988,4.569,0,0,0.6506,38592.5,MAMRA
1031,439.5674,0,112.5475,34151.5,1155.0509,0.225,0.841,3.1087,0,0,0.6225,40607,MAMRA
1032,419.3535,0,114.4517,32626.5,1169.394,0.2362,0.8233,3.3353,0,0,0.5868,39628,MAMRA
1033,430.3541,0,125.7354,33895.5,1238.791,0.233,0.7686,3.6028,0,0,0.5217,44099.5,MAMRA
1034,447.3778,0,109.898,34519,1111.8377,0.2196,0.8584,2.8498,0,0,0.6519,40214.5,MAMRA
1035,0,182.3694,97.9145,13520.5,686.6589,0,0.8932,2.7751,0,0,0.6394,15136.5,MAMRA
1036,0,183.0951,97.7041,13474,670.0732,0,0.9037,2.6518,0,0,0.6809,14909.5,MAMRA
1037,0,191.9795,96.022,13797,722.4996,0,0.8854,3.0108,0,0,0.6257,15583,MAMRA
1038,0,182.826,95.8964,13465,666.6173,0,0.8917,2.6263,0,0,0.6802,15101,MAMRA
1039,0,194.2086,100.0851,14956.5,549.6884,0,0.9439,1.6077,0,0,0.6989,15845.5,MAMRA
1040,0,193.9066,99.8691,14954,532.132,0,0.9648,1.5069,0,0,0.7223,15500,MAMRA
1041,0,194.0568,99.0684,14829,532.8183,0,0.9633,1.5235,0,0,0.7415,15393.5,MAMRA
1042,0,192.7838,97.6213,14589,521.3036,0,0.968,1.4823,0,0,0.7368,15071.5,MAMRA
1043,0,197.2108,97.1237,14842,519.4457,0,0.9617,1.4467,0,0,0.6932,15432.5,MAMRA
1044,0,194.6906,96.6915,14402.5,508.86,0,0.962,1.4307,0,0,0.6928,14971.5,MAMRA
1045,0,198.098,95.6434,14567.5,517.2031,0,0.958,1.4613,0,0,0.7002,15205.5,MAMRA
1046,0,194.4783,93.2724,13978,507.4457,0,0.9662,1.466,0,0,0.706,14467,MAMRA
1047,0,186.0205,92.9115,13293.5,482.4335,0,0.9824,1.3932,0,0,0.7603,13531.5,MAMRA
1048,0,187.1393,93.9136,13527,488.6762,0,0.9815,1.4049,0,0,0.7534,13781.5,MAMRA
1049,0,184.7725,90.9255,13006,476.6762,0,0.9799,1.3903,0,0,0.756,13272.5,MAMRA
1050,0,184.3839,91.8842,13125,478.6762,0,0.9805,1.3892,0,0,0.7547,13386.5,MAMRA
1051,410.72,0,123.6711,34482.5,947.2519,0.2603,0.883,2.0707,0,0,0.6125,39051.5,MAMRA
1052,399.2119,0,124.3846,33918,951.3524,0.271,0.8789,2.1235,0,0,0.6066,38591,MAMRA
1053,407.7896,0,125.0711,34163,947.0092,0.2616,0.8765,2.089,0,0,0.6136,38977,MAMRA
1054,398.9123,0,124.8616,33662,941.3524,0.2693,0.8781,2.0949,0,0,0.6083,38336.5,MAMRA
